AEM27004.1	AEM27004.1	170	350
AEM27004.1	AEM26863.1	170	281
AEM27004.1	AEM30639.1	170	280
AEM27004.1	AEM31481.1	170	278
AEM27004.1	ABY61343.1	170	278
AEM27004.1	AEM31751.1	170	273
AEM27004.1	AEM30729.1	170	271
AEM27004.1	CBK52811.1	170	270
AEM27004.1	AEM25771.1	170	268
AEM27004.1	AEM32073.1	170	265
AEM27004.1	AEM26584.1	170	265
AEM27004.1	AEM26927.1	170	265
AEM27004.1	AEM27374.1	170	263
AEM27004.1	AEM30840.1	170	261
AEM27004.1	AEM26799.1	170	260
AEM27004.1	AEM32422.1	170	259
AEM27004.1	AEM25881.1	170	259
AEM27004.1	AEM28905.1	170	259
AEM27004.1	AEM26549.1	170	259
AEM27004.1	CBK52772.1	170	258
AEM27004.1	AEM31029.1	170	258
AEM27004.1	AEM31641.1	170	256
AEM27004.1	AEM25849.1	170	256
AEM27004.1	AEM25419.1	170	255
AEM27004.1	AEM29054.1	170	255
AEM27004.1	AEM31095.1	170	251
AEM27004.1	AEM27830.1	170	251
AEM27004.1	AEM28735.1	170	250
AEM27004.1	AIL01313.1	170	250
AEM27004.1	CBK52737.1	170	250
AEM27004.1	AEM32509.1	170	248
AEM27004.1	AEM28322.1	170	248
AEM27004.1	AEM28382.1	170	248
AEM27004.1	CAD79795.1	170	258
AEM27004.1	BCS24847.1	170	255
AEM27004.1	AEM30549.1	170	245
AEM27004.1	AEM30505.1	170	245
AEM27004.1	AEM30557.1	170	245
AEM27004.1	AEM28035.1	170	245
AEM27004.1	AEM27982.1	170	245
AEM27004.1	AEM28005.1	170	245
AEM27004.1	AEM28125.1	170	244
AEM27004.1	AEM28119.1	170	244
AEM27004.1	AEM31116.1	170	243
AEM27004.1	AEM31943.1	170	242
AEM27004.1	AEM30833.1	170	242
AEM27004.1	AEM27737.1	170	242
AEM27004.1	AEM33810.1	170	242
AEM27004.1	AEM28980.1	170	241
AEM27004.1	AEM28528.1	170	241
AEM27004.1	AEM28510.1	170	241
AEM27004.1	AEM26036.1	170	241
AEM27004.1	AEM34404.1	170	240
AEM27004.1	AEM29673.1	170	239
AEM27004.1	AEM31595.1	170	238
AEM27004.1	AEM27845.1	170	238
AEM27004.1	AEM34078.1	170	238
AEM27004.1	AEM29100.1	170	237
AEM27004.1	AEM34761.1	170	236
AEM27004.1	AEM34746.1	170	236
AEM27004.1	AEM26889.1	170	236
AEM27004.1	AEM30473.1	170	236
AEM27004.1	AEM33275.1	170	235
AEM27004.1	AKV16370.1	170	244
AEM27004.1	AKV16370.1	170	17.7
AEM27004.1	AEM31250.1	170	233
AEM27004.1	AEM35906.1	170	232
AEM27004.1	AEM35742.1	170	232
AEM27004.1	AEM35743.1	170	232
AEM27004.1	AEM29806.1	170	231
AEM27004.1	AEM29994.1	170	230
AEM27004.1	AEM31101.1	170	230
AEM27004.1	AEM31928.1	170	230
AEM27004.1	AEM29870.1	170	230
AEM27004.1	AEM32488.1	170	229
AEM27004.1	AEM30022.1	170	229
AEM27004.1	AEM35908.1	170	228
AEM27004.1	AEM33205.1	170	227
AEM27004.1	UKZ82808.1	170	237
AEM27004.1	AEM31933.1	170	225
AEM27004.1	AEM31927.1	170	224
AEM27004.1	AEM35457.1	170	223
AEM27004.1	AEM32455.1	170	222
AEM27004.1	AEM32477.1	170	222
AEM27004.1	AEM35976.1	170	221
AEM27004.1	AEM35271.1	170	220
AEM27004.1	AEM32687.1	170	220
AEM27004.1	AEM35316.1	170	219
AEM27004.1	AEM34334.1	170	218
AEM27004.1	AEM35358.1	170	218
AEM27004.1	AEM33550.1	170	218
AEM27004.1	AEM33131.1	170	217
AEM27004.1	AEM35565.1	170	216
AEM27004.1	AEM35558.1	170	215
AEM27004.1	AEM33313.1	170	214
AEM27004.1	AEM26547.1	170	213
AEM27004.1	AEM34545.1	170	213
AEM27004.1	AEM34556.1	170	213
AEM27004.1	AIJ50334.1	170	209
AEM27004.1	BAF57417.1	170	175
AEM31101.1	AEM31101.1	169	347
AEM31101.1	AEM31933.1	169	342
AEM31101.1	AEM26036.1	169	319
AEM31101.1	AEM29673.1	169	296
AEM31101.1	AEM33205.1	169	292
AEM31101.1	AEM31250.1	169	289
AEM31101.1	AEM30473.1	169	289
AEM31101.1	AEM32488.1	169	281
AEM31101.1	AEM25419.1	169	277
AEM31101.1	CBK52737.1	169	265
AEM31101.1	AEM25849.1	169	258
AEM31101.1	AEM27845.1	169	253
AEM31101.1	CBK52772.1	169	253
AEM31101.1	AEM27830.1	169	252
AEM31101.1	AEM27737.1	169	249
AEM31101.1	AIL01313.1	169	249
AEM31101.1	AEM28382.1	169	249
AEM31101.1	AEM28735.1	169	248
AEM31101.1	AEM31641.1	169	248
AEM31101.1	AEM28035.1	169	248
AEM31101.1	AEM27982.1	169	248
AEM31101.1	AEM28005.1	169	248
AEM31101.1	AEM31095.1	169	247
AEM31101.1	AEM30833.1	169	246
AEM31101.1	AEM28905.1	169	245
AEM31101.1	AEM31116.1	169	245
AEM31101.1	AEM30549.1	169	244
AEM31101.1	AEM30505.1	169	244
AEM31101.1	AEM30557.1	169	244
AEM31101.1	AEM28528.1	169	244
AEM31101.1	AEM28510.1	169	244
AEM31101.1	AEM28125.1	169	243
AEM31101.1	AEM28119.1	169	243
AEM31101.1	AEM25881.1	169	243
AEM31101.1	CAD79795.1	169	255
AEM31101.1	AEM31595.1	169	242
AEM31101.1	AEM31943.1	169	242
AEM31101.1	AEM25771.1	169	242
AEM31101.1	AEM30639.1	169	241
AEM31101.1	AEM31928.1	169	241
AEM31101.1	AEM29806.1	169	241
AEM31101.1	AEM26547.1	169	240
AEM31101.1	ABY61343.1	169	240
AEM31101.1	AEM29100.1	169	239
AEM31101.1	AEM29994.1	169	239
AEM31101.1	CBK52811.1	169	239
AEM31101.1	AEM26584.1	169	239
AEM31101.1	AEM30729.1	169	239
AEM31101.1	BCS24847.1	169	248
AEM31101.1	AEM31751.1	169	237
AEM31101.1	AEM31481.1	169	237
AEM31101.1	AEM29870.1	169	236
AEM31101.1	AEM31927.1	169	236
AEM31101.1	AEM31029.1	169	236
AEM31101.1	AEM32455.1	169	236
AEM31101.1	AEM32477.1	169	236
AEM31101.1	AEM26863.1	169	234
AEM31101.1	AEM32422.1	169	234
AEM31101.1	AEM33810.1	169	233
AEM31101.1	AEM32073.1	169	233
AEM31101.1	AEM34761.1	169	232
AEM31101.1	AEM28322.1	169	232
AEM31101.1	AEM34404.1	169	231
AEM31101.1	AEM28980.1	169	231
AEM31101.1	AEM26549.1	169	230
AEM31101.1	AEM27004.1	169	230
AEM31101.1	AEM34078.1	169	229
AEM31101.1	AEM26889.1	169	229
AEM31101.1	AEM32509.1	169	228
AEM31101.1	AEM30022.1	169	228
AEM31101.1	AEM34746.1	169	228
AEM31101.1	AEM27374.1	169	227
AEM31101.1	AEM32687.1	169	227
AEM31101.1	AEM34545.1	169	226
AEM31101.1	AEM34556.1	169	226
AEM31101.1	AEM33131.1	169	225
AEM31101.1	AEM26927.1	169	225
AEM31101.1	AEM30840.1	169	224
AEM31101.1	AEM33550.1	169	224
AEM31101.1	AEM33313.1	169	224
AEM31101.1	AEM26799.1	169	224
AEM31101.1	AKV16370.1	169	231
AEM31101.1	UKZ82808.1	169	229
AEM31101.1	UKZ82808.1	169	18.1
AEM31101.1	AEM35271.1	169	215
AEM31101.1	AEM34334.1	169	214
AEM31101.1	AEM29054.1	169	214
AEM31101.1	AEM35457.1	169	213
AEM31101.1	AEM35316.1	169	211
AEM31101.1	AEM33275.1	169	211
AEM31101.1	AEM35358.1	169	211
AEM31101.1	AEM35565.1	169	209
AEM31101.1	AEM35558.1	169	209
AEM31101.1	AIJ50334.1	169	197
AEM31101.1	AEM35742.1	169	192
AEM31101.1	AEM35743.1	169	192
AEM31101.1	AEM35906.1	169	189
AEM31101.1	AEM35908.1	169	188
AEM31101.1	AEM35976.1	169	180
AEM31101.1	BAF57417.1	169	143
AEM35271.1	AEM35271.1	162	332
AEM35271.1	AEM35457.1	162	329
AEM35271.1	AEM35316.1	162	328
AEM35271.1	AEM35358.1	162	328
AEM35271.1	AEM35565.1	162	326
AEM35271.1	AEM35558.1	162	325
AEM35271.1	ABY61343.1	162	241
AEM35271.1	AEM30729.1	162	240
AEM35271.1	AEM31751.1	162	238
AEM35271.1	AEM30639.1	162	236
AEM35271.1	AEM25771.1	162	236
AEM35271.1	AEM32073.1	162	234
AEM35271.1	AEM25881.1	162	233
AEM35271.1	AEM31481.1	162	233
AEM35271.1	AEM27830.1	162	232
AEM35271.1	AEM26863.1	162	232
AEM35271.1	CBK52811.1	162	232
AEM35271.1	AEM31943.1	162	230
AEM35271.1	AEM28735.1	162	230
AEM35271.1	AEM29806.1	162	230
AEM35271.1	AEM26584.1	162	229
AEM35271.1	AEM28382.1	162	229
AEM35271.1	AIL01313.1	162	228
AEM35271.1	AEM30833.1	162	228
AEM35271.1	AEM29870.1	162	226
AEM35271.1	AEM28035.1	162	226
AEM35271.1	AEM27982.1	162	226
AEM35271.1	AEM28005.1	162	226
AEM35271.1	AEM31927.1	162	225
AEM35271.1	AEM29673.1	162	225
AEM35271.1	AEM31116.1	162	225
AEM35271.1	AEM25419.1	162	225
AEM35271.1	AEM31095.1	162	224
AEM35271.1	AEM32687.1	162	224
AEM35271.1	AEM31595.1	162	224
AEM35271.1	AEM26549.1	162	224
AEM35271.1	AEM33550.1	162	223
AEM35271.1	AEM30549.1	162	223
AEM35271.1	AEM30505.1	162	223
AEM35271.1	AEM30557.1	162	223
AEM35271.1	AEM28528.1	162	222
AEM35271.1	AEM28510.1	162	222
AEM35271.1	AEM33131.1	162	222
AEM35271.1	AEM28125.1	162	222
AEM35271.1	AEM28119.1	162	222
AEM35271.1	AEM33313.1	162	221
AEM35271.1	AEM31029.1	162	221
AEM35271.1	AEM28905.1	162	220
AEM35271.1	AEM27004.1	162	220
AEM35271.1	AEM27374.1	162	220
AEM35271.1	AEM30840.1	162	219
AEM35271.1	AEM31250.1	162	219
AEM35271.1	AEM30473.1	162	219
AEM35271.1	AEM25849.1	162	219
AEM35271.1	AEM32455.1	162	218
AEM35271.1	AEM32477.1	162	218
AEM35271.1	AEM29100.1	162	218
AEM35271.1	AEM27737.1	162	218
AEM35271.1	AEM26036.1	162	218
AEM35271.1	AEM29054.1	162	216
AEM35271.1	CBK52737.1	162	216
AEM35271.1	AEM31101.1	162	215
AEM35271.1	AEM29994.1	162	214
AEM35271.1	AEM28980.1	162	214
AEM35271.1	AEM32488.1	162	213
AEM35271.1	AEM32422.1	162	213
AEM35271.1	BCS24847.1	162	222
AEM35271.1	AEM34404.1	162	212
AEM35271.1	AEM26799.1	162	212
AEM35271.1	AEM28322.1	162	211
AEM35271.1	AEM31933.1	162	211
AEM35271.1	AEM31928.1	162	211
AEM35271.1	CBK52772.1	162	211
AEM35271.1	AEM26927.1	162	210
AEM35271.1	AEM33810.1	162	210
AEM35271.1	AEM31641.1	162	210
AEM35271.1	AEM33205.1	162	210
AEM35271.1	AEM27845.1	162	209
AEM35271.1	AEM34545.1	162	209
AEM35271.1	AEM34556.1	162	209
AEM35271.1	AEM32509.1	162	207
AEM35271.1	AEM34078.1	162	206
AEM35271.1	AEM34746.1	162	205
AEM35271.1	AEM26889.1	162	204
AEM35271.1	AEM35742.1	162	201
AEM35271.1	AEM35743.1	162	201
AEM35271.1	AEM26547.1	162	200
AEM35271.1	AEM34761.1	162	199
AEM35271.1	AEM33275.1	162	199
AEM35271.1	AEM35906.1	162	198
AEM35271.1	AEM30022.1	162	198
AEM35271.1	AEM35908.1	162	197
AEM35271.1	CAD79795.1	162	206
AEM35271.1	AEM34334.1	162	194
AEM35271.1	AKV16370.1	162	203
AEM35271.1	UKZ82808.1	162	199
AEM35271.1	AEM35976.1	162	182
AEM35271.1	AIJ50334.1	162	164
AEM35271.1	BAF57417.1	162	146
AEM30473.1	AEM30473.1	172	350
AEM30473.1	AEM31250.1	172	348
AEM30473.1	AEM32488.1	172	337
AEM30473.1	AEM26036.1	172	305
AEM30473.1	AEM31101.1	172	289
AEM30473.1	AEM31933.1	172	283
AEM30473.1	AEM25419.1	172	278
